loco,DateTime,gps_latitude,gps_longitude,speed
PN8345,43396.59017,-20.10167717,148.117181,68.79682341,20.97250566
PN8345,43396.59019,-20.10182,148.1170492,68.82720399,21.0180269
PN8345,43396.5902,-20.101963,148.1169172,68.92509697,21.04342165
PN8345,43396.59021,-20.10210583,148.1167852,68.87108705,21.02941335
PN8345,43396.59022,-20.1022485,148.1166533,68.71918415,21.00400156
PN8345,43396.59023,-20.1023915,148.1165213,68.94366288,21.04339694
PN8345,43396.59024,-20.10253467,148.1163892,69.02467776,21.06879168
PN8345,43396.59025,-20.10267783,148.1162568,69.0483071,21.08018752
PN8345,43396.59027,-20.10282117,148.1161243,69.13944884,21.10558288
PN8345,43396.59028,-20.10296483,148.1159918,69.25421992,21.13357826
PN8345,43396.59029,-20.10310867,148.1158593,69.27278583,21.14758226
PN8345,43396.5903,-20.1032525,148.1157265,69.28628831,21.17036249
PN8345,43396.59031,-20.103396,148.1155935,69.32342013,21.15378828
PN8345,43396.59032,-20.10354017,148.1154607,69.4196253,21.19836114
PN8345,43396.59034,-20.10368417,148.1153277,69.40949844,21.19574058
PN8345,43396.59035,-20.10382817,148.1151947,69.43481559,21.19573222
PN8345,43396.59036,-20.10397233,148.1150618,69.46013274,21.19833608
PN8345,43396.59037,-20.1041165,148.1149292,69.40612282,21.18694453
PN8345,43396.59038,-20.10426067,148.1147963,69.44494245,21.19831937
PN8345,43396.59039,-20.10440483,148.1146637,69.41624968,21.18692785
PN8345,43396.59041,-20.10454917,148.1145308,69.43312778,21.21232077
PN8345,43396.59042,-20.10469333,148.1143978,69.48376208,21.20968558
PN8345,43396.59043,-20.10483767,148.1142648,69.53270857,21.22368781
PN8345,43396.59044,-20.104982,148.1141317,69.54621105,21.23507134
PN8345,43396.59045,-20.10512633,148.1139983,69.56984039,21.24646297
PN8345,43396.59046,-20.1052705,148.113865,69.59684535,21.23245898
PN8345,43396.59047,-20.105415,148.113732,69.50907923,21.23767186
PN8345,43396.59049,-20.10555883,148.1135988,69.42806435,21.19304927
PN8345,43396.5905,-20.1057025,148.113466,69.27447364,21.15622293
PN8345,43396.59051,-20.105846,148.1133338,69.02298995,21.09662068
PN8345,43396.59052,-20.10598917,148.113202,68.91834573,21.04580935
PN8345,43396.59053,-20.10613167,148.11307,68.72424758,21.00120162
PN8345,43396.59054,-20.106274,148.1129385,68.54871534,20.9529632
PN8345,43396.59056,-20.106416,148.1128073,68.41706616,20.90214889
PN8345,43396.59057,-20.1065575,148.1126765,68.22465582,20.83733759
PN8345,43396.59058,-20.10669883,148.1125462,68.02718205,20.78912438
PN8345,43396.59059,-20.10683967,148.1124162,67.81283018,20.72430486
PN8345,43396.5906,-20.10698017,148.1122863,67.67949319,20.68489348
PN8345,43396.59061,-20.10712017,148.112157,67.43138512,20.60867625
PN8345,43396.59063,-20.10725983,148.1120285,67.17652581,20.52369213
PN8345,43396.59064,-20.10739883,148.1119002,66.97567642,20.45624337
PN8345,43396.59065,-20.10753767,148.1117725,66.72588054,20.39667266
PN8345,43396.59066,-20.10767583,148.111645,66.52671896,20.32921505
PN8345,43396.59067,-20.10781367,148.111518,66.3815673,20.26701138
PN8345,43396.59068,-20.10795117,148.111391,66.23472783,20.23898891
PN8345,43396.59069,-20.10808867,148.1112643,66.15540076,20.21619298
PN8345,43396.59071,-20.108226,148.1111375,66.22460097,20.21357083
PN8345,43396.59072,-20.10836367,148.1110107,66.29211337,20.24157931
PN8345,43396.59073,-20.10850133,148.1108837,66.42038693,20.25296218
PN8345,43396.59074,-20.10863917,148.1107563,66.4153235,20.28975643
PN8345,43396.59075,-20.108777,148.1106293,66.37481606,20.26695797
PN8345,43396.59076,-20.10891467,148.1105023,66.29548899,20.25293925
PN8345,43396.59078,-20.109052,148.1103755,66.15708857,20.21352503
PN8345,43396.59079,-20.109189,148.1102488,66.05413216,20.17411699
PN8345,43396.5908,-20.10932583,148.1101223,65.97480509,20.14870617
PN8345,43396.59081,-20.10946267,148.1099963,65.81108752,20.11451174
PN8345,43396.59082,-20.109599,148.1098705,65.64736995,20.06107947
PN8345,43396.59083,-20.10973517,148.1097448,65.58998441,20.03566963
PN8345,43396.59084,-20.109871,148.1096193,65.5039061,19.99625786
PN8345,43396.59086,-20.11000683,148.109494,65.38913502,19.98485021
PN8345,43396.59087,-20.1101425,148.1093688,65.29968109,19.95944061
PN8345,43396.59088,-20.110278,148.1092438,65.27436394,19.9340311
PN8345,43396.59089,-20.11041333,148.1091188,65.20516373,19.92001982
PN8345,43396.5909,-20.1105485,148.108994,65.19166125,19.89460979
PN8345,43396.59091,-20.11068383,148.1088693,65.18491001,19.89721749
PN8345,43396.59093,-20.110819,148.1087448,65.12246104,19.87180885
PN8345,43396.59094,-20.11095433,148.1086202,65.20178811,19.89720276
PN8345,43396.59095,-20.11108967,148.1084957,65.15115381,19.88581472
PN8345,43396.59096,-20.11122483,148.1083708,65.17647096,19.89457287
PN8345,43396.59097,-20.11135983,148.1082458,65.13933914,19.89198247
PN8345,43396.59098,-20.11149483,148.1081208,65.11739761,19.89197508
PN8345,43396.591,-20.1116295,148.1079957,65.17984658,19.8754506
PN8345,43396.59101,-20.11176333,148.1078693,65.10389513,19.88631902
PN8345,43396.59102,-20.11189583,148.1077418,65.06845112,19.85707209
PN8345,43396.59103,-20.11202667,148.1076127,64.95368004,19.83784911
PN8345,43396.59104,-20.1121555,148.1074833,64.44396142,19.68726662
PN8345,43396.59105,-20.11228183,148.1073538,63.7317056,19.49797642
PN8345,43396.59106,-20.11240533,148.1072252,62.62450224,19.21127429
PN8345,43396.59108,-20.1125255,148.1070978,61.43797181,18.8496388
PN8345,43396.59109,-20.1126425,148.1069713,60.45397858,18.53959364
PN8345,43396.5911,-20.11275633,148.1068458,59.42947791,18.21897167
PN8345,43396.59111,-20.11286683,148.1067207,58.55519233,17.93805951
PN8345,43396.59112,-20.11297483,148.106597,57.46317926,17.63378763
PN8345,43396.59113,-20.11307983,148.1064745,56.46737136,17.31815172
PN8345,43396.59115,-20.11318217,148.1063533,55.50531966,17.01587664
PN8345,43396.59116,-20.1132825,148.1062338,54.56520949,16.73783683
PN8345,43396.59117,-20.11338117,148.1061167,53.57784064,16.43270258
PN8345,43396.59118,-20.11347767,148.1060017,52.53477406,16.10344795
PN8345,43396.59119,-20.11357183,148.1058882,51.56597112,15.81402523
PN8345,43396.5912,-20.11366433,148.105777,50.55328512,15.5087522
PN8345,43396.59122,-20.113755,148.105668,49.56422846,15.20422978
PN8345,43396.59123,-20.113844,148.1055607,48.75070404,14.95109371
PN8345,43396.59124,-20.11393183,148.1054552,48.08233128,14.72176231
PN8345,43396.59125,-20.11401933,148.1053512,47.70932527,14.58017608
PN8345,43396.59126,-20.11410583,148.1052475,47.34644612,14.48017077
PN8345,43396.59127,-20.1141915,148.1051445,46.98187916,14.36660069
PN8345,43396.59128,-20.11427717,148.1050425,46.76246386,14.28860255
PN8345,43396.5913,-20.11436233,148.1049407,46.64938059,14.23859379
PN8345,43396.59131,-20.11444733,148.104839,46.54304856,14.21326856
PN8345,43396.59132,-20.11453217,148.1047377,46.45865806,14.17494963
PN8345,43396.59133,-20.1146175,148.1046367,46.48397521,14.18611261
PN8345,43396.59134,-20.11470233,148.1045357,46.34219917,14.14898134
PN8345,43396.59135,-20.11478633,148.1044345,46.25780867,14.1004007
PN8345,43396.59137,-20.11487017,148.1043332,46.23417933,14.10117958
PN8345,43396.59138,-20.11495433,148.1042322,46.24430619,14.09965491
PN8345,43396.59139,-20.1150385,148.1041312,46.18523284,14.09965067
PN8345,43396.5914,-20.11512267,148.1040303,46.16329131,14.08663548
PN8345,43396.59141,-20.115207,148.1039295,46.20886218,14.0989507
PN8345,43396.59142,-20.115291,148.1038287,46.17679379,14.07432118
PN8345,43396.59144,-20.115375,148.1037278,46.12615949,14.07431694
PN8345,43396.59145,-20.11545883,148.103627,46.09240329,14.06202053
PN8345,43396.59146,-20.11554267,148.1035263,46.08733986,14.04899214
PN8345,43396.59147,-20.11562617,148.1034257,46.01645184,14.02442185
PN8345,43396.59148,-20.11570983,148.103325,45.99113469,14.03669383
PN8345,43396.59149,-20.1157935,148.1032245,45.93712477,14.02366357
PN8345,43396.5915,-20.115877,148.103124,45.96244192,14.01137177
PN8345,43396.59152,-20.1159605,148.1030237,45.89324171,13.99833963
PN8345,43396.59153,-20.116044,148.1029233,45.82572931,13.99833545
PN8345,43396.59154,-20.11612733,148.1028232,45.81391464,13.97301611
PN8345,43396.59155,-20.11621067,148.1027232,45.73458757,13.95999163
PN8345,43396.59156,-20.116294,148.1026232,45.79703654,13.95998746
PN8345,43396.59157,-20.11637717,148.1025233,45.63669459,13.93466664
PN8345,43396.59159,-20.11646017,148.1024237,45.49829417,13.90934622
PN8345,43396.5916,-20.11654233,148.1023248,45.10503444,13.78276658
PN8345,43396.59161,-20.11662333,148.1022275,44.31007593,13.57950731
PN8345,43396.59162,-20.11670317,148.1021313,43.70583995,13.40230649
PN8345,43396.59163,-20.11678183,148.1020367,43.20118476,13.19904276
PN8345,43396.59164,-20.11686,148.1019428,42.79442255,13.09704491
PN8345,43396.59166,-20.11693733,148.1018498,42.42310435,12.97046437
PN8345,43396.59167,-20.11701417,148.1017575,42.14124008,12.88149081
PN8345,43396.59168,-20.11709067,148.1016657,41.96570784,12.81783512
PN8345,43396.59169,-20.11716717,148.1015743,41.87625391,12.77882606
PN8345,43396.5917,-20.1172435,148.1014832,41.7901756,12.75350022
PN8345,43396.59171,-20.11731983,148.1013922,41.72772663,12.74051385
PN8345,43396.59172,-20.117396,148.1013012,41.74798035,12.72817133
PN8345,43396.59174,-20.11747217,148.1012102,41.7057851,12.72816788
PN8345,43396.59175,-20.11754833,148.1011192,41.71759977,12.72816442
PN8345,43396.59176,-20.1176245,148.1010282,41.76148283,12.72816097
PN8345,43396.59177,-20.11770067,148.1009368,41.77160969,12.75415889
PN8345,43396.59178,-20.11777667,148.1008453,41.83912209,12.75488547
PN8345,43396.59179,-20.11785267,148.1007537,41.8745661,12.76792136
PN8345,43396.59181,-20.117929,148.1006623,41.92013697,12.76646243
PN8345,43396.59182,-20.1180055,148.1005705,41.96908346,12.81779317
PN8345,43396.59183,-20.11808217,148.1004788,42.06697644,12.81709637
PN8345,43396.59184,-20.11815867,148.100387,42.08216673,12.81778615
PN8345,43396.59185,-20.1182355,148.1002952,42.10073264,12.84241042
PN8345,43396.59186,-20.11831233,148.1002033,42.11592293,12.8424069
PN8345,43396.59188,-20.11838883,148.1001112,42.0939814,12.84383108
PN8345,43396.59189,-20.11846567,148.1000192,42.1277376,12.85539748
PN8345,43396.5919,-20.1185425,148.0999273,42.07035206,12.84239636
PN8345,43396.59191,-20.11861917,148.0998355,42.026469,12.83007147
PN8345,43396.59192,-20.11869567,148.0997438,41.98596156,12.8047494
PN8345,43396.59193,-20.118772,148.0996523,41.91844916,12.77942778
PN8345,43396.59194,-20.11884833,148.0995608,41.82055618,12.77942429
PN8345,43396.59196,-20.1189245,148.0994697,41.74798035,12.74109731
PN8345,43396.59197,-20.1190005,148.0993785,41.73279006,12.72878234
PN8345,43396.59198,-20.11907633,148.0992873,41.6382727,12.71648246
PN8345,43396.59199,-20.11915217,148.0991968,41.51168695,12.66446042
PN8345,43396.592,-20.119228,148.0991065,41.45767703,12.65147878
PN8345,43396.59201,-20.11930367,148.0990162,41.42054521,12.63913092
PN8345,43396.59203,-20.11937983,148.0989267,41.34121814,12.61160222
PN8345,43396.59204,-20.119456,148.0988377,41.11673941,12.57296621
PN8345,43396.59205,-20.11953233,148.0987497,40.95470965,12.50856173
PN8345,43396.59206,-20.119609,148.0986627,40.83993857,12.45740263
PN8345,43396.59207,-20.11968583,148.0985762,40.75048464,12.43211284
PN8345,43396.59208,-20.11976333,148.0984908,40.56651335,12.39532529
PN8345,43396.59209,-20.11984117,148.0984065,40.4230495,12.34644156
PN8345,43396.59211,-20.11991967,148.0983233,40.32853214,12.31230618
PN8345,43396.59212,-20.11999817,148.0982408,40.16143895,12.26331204
PN8345,43396.59213,-20.12007733,148.0981595,40.08211188,12.23130072
PN8345,43396.59214,-20.12015683,148.0980792,39.86438439,12.18590204
PN8345,43396.59215,-20.12023633,148.0979993,39.69897901,12.15002587
PN8345,43396.59216,-20.12031617,148.0979205,39.68378872,12.10578694
PN8345,43396.59218,-20.1203965,148.0978425,39.53526144,12.08782254
PN8345,43396.59219,-20.120477,148.097765,39.4272416,12.06645136
PN8345,43396.5922,-20.12055817,148.0976887,39.38335854,12.04056957
PN8345,43396.59221,-20.12064,148.0976128,39.56732983,12.06190031
PN8345,43396.59222,-20.1207225,148.0975377,39.56901764,12.07255427
PN8345,43396.59223,-20.1208055,148.0974633,39.4778759,12.05867092
PN8345,43396.59225,-20.12088867,148.0973897,39.40023664,12.02823023
PN8345,43396.59226,-20.12097233,148.0973168,39.30234366,12.015773
PN8345,43396.59227,-20.12105583,148.0972455,38.8702643,11.90280998
PN8345,43396.59228,-20.1211385,148.097176,38.07024236,11.71111026
PN8345,43396.59229,-20.1212195,148.097109,37.02380016,11.40426828
PN8345,43396.5923,-20.121299,148.0970447,36.05499722,11.10237675
PN8345,43396.59231,-20.12137617,148.0969823,34.86002774,10.76946017
PN8345,43396.59233,-20.121451,148.0969222,33.85071736,10.42605842
PN8345,43396.59234,-20.12152467,148.096864,33.11652001,10.19708881
PN8345,43396.59235,-20.12159733,148.0968082,32.48190345,9.963513114
PN8345,43396.59236,-20.12166917,148.0967533,31.9333652,9.827324676
PN8345,43396.59237,-20.12173933,148.0966992,31.43714906,9.636281342
PN8345,43396.59238,-20.12180933,148.0966465,31.09789925,9.530065879
PN8345,43396.5924,-20.12187933,148.096595,30.84979118,9.460304019
PN8345,43396.59241,-20.12194883,148.0965435,30.66075646,9.414611816
PN8345,43396.59242,-20.12201783,148.0964923,30.52910728,9.349096481
PN8345,43396.59243,-20.12208667,148.0964418,30.41264839,9.294229359
PN8345,43396.59244,-20.1221555,148.096392,30.26918454,9.254918719
PN8345,43396.59245,-20.122224,148.096342,30.24049177,9.234114251
PN8345,43396.59247,-20.12229217,148.096292,30.1274085,9.203563391
PN8345,43396.59248,-20.12236033,148.0962423,30.00419837,9.18386637
PN8345,43396.59249,-20.12242817,148.0961928,29.91305663,9.143450899
PN8345,43396.5925,-20.12249567,148.0961433,29.79322212,9.112897645
PN8345,43396.59251,-20.122563,148.096094,29.71389505,9.087764544
PN8345,43396.59252,-20.12263033,148.096045,29.57549463,9.068083249
PN8345,43396.59253,-20.12269733,148.095996,29.51642128,9.037503249
PN8345,43396.59255,-20.12276433,148.0959477,29.36620619,8.998282926
PN8345,43396.59256,-20.1228305,148.0958988,29.2666254,8.951345156
PN8345,43396.59257,-20.1228965,148.0958503,29.12484936,8.916306802
PN8345,43396.59258,-20.12296267,148.0958027,29.06071258,8.882526682
PN8345,43396.59259,-20.12302833,148.0957547,28.97294646,8.856176454
PN8345,43396.5926,-20.12309367,148.0957065,28.89024377,8.835533287
PN8345,43396.59262,-20.12315917,148.0956593,28.79066298,8.791872648
PN8345,43396.59263,-20.1232245,148.0956117,28.72821401,8.805922707
PN8345,43396.59264,-20.12328967,148.0955645,28.61850636,8.761189968
PN8345,43396.59265,-20.1233545,148.0955172,28.54761834,8.740385028
PN8345,43396.59266,-20.12341883,148.0954698,28.42947164,8.694583476
PN8345,43396.59267,-20.12348333,148.095423,28.355208,8.680322873
PN8345,43396.59269,-20.12354767,148.0953765,28.25562721,8.645424267
PN8345,43396.5927,-20.12361167,148.0953297,28.1695489,8.634440277
PN8345,43396.59271,-20.12367517,148.0952832,28.00751914,8.568907718
PN8345,43396.59272,-20.1237385,148.0952368,27.91468959,8.543777482
PN8345,43396.59273,-20.12380167,148.0951908,27.76109888,8.508815011
PN8345,43396.59274,-20.1238645,148.0951453,27.66826933,8.448781238
PN8345,43396.59275,-20.12392717,148.0950997,27.58387883,8.443275236
PN8345,43396.59277,-20.12398933,148.0950542,27.38134163,8.387580642
PN8345,43396.59278,-20.1240515,148.0950093,27.27332179,8.348354671
PN8345,43396.59279,-20.1241135,148.0949643,27.22606311,8.342801903
PN8345,43396.5928,-20.124175,148.0949195,27.10791641,8.287075614
PN8345,43396.59281,-20.12423633,148.094875,26.97626723,8.252144077
PN8345,43396.59282,-20.12429717,148.0948305,26.87499863,8.206254417
PN8345,43396.59284,-20.12435783,148.0947858,26.79904718,8.200866636
PN8345,43396.59285,-20.1244185,148.0947415,26.72140792,8.181125253
PN8345,43396.59286,-20.12447933,148.0946975,26.64545647,8.17680911
PN8345,43396.59287,-20.1245395,148.0946535,26.53912444,8.115590134
PN8345,43396.59288,-20.12459917,148.0946097,26.22687959,8.059924654
PN8345,43396.59289,-20.12465833,148.0945663,26.0260302,7.984524875
PN8345,43396.59291,-20.12471767,148.0945232,26.09016698,7.989972878
PN8345,43396.59292,-20.12477667,148.0944797,26.09185479,7.979151235
PN8345,43396.59293,-20.124836,148.0944367,26.02771801,7.980168608
PN8345,43396.59294,-20.124895,148.0943937,26.02265458,7.949551707
PN8345,43396.59295,-20.12495417,148.094351,25.92307379,7.94528747
PN8345,43396.59296,-20.1250125,148.094308,25.72053659,7.888483889
PN8345,43396.59297,-20.1250705,148.094265,25.72053659,7.858034265
PN8345,43396.59299,-20.125129,148.0942225,25.73403907,7.874192625
PN8345,43396.593,-20.12518717,148.0941795,25.69353163,7.8732496
PN8345,43396.59301,-20.12524467,148.0941358,25.67496572,7.852670114
PN8345,43396.59302,-20.1253025,148.0940928,25.55513121,7.842827473
PN8345,43396.59303,-20.12535967,148.0940497,25.53318968,7.792210287
PN8345,43396.59304,-20.12541633,148.0940057,25.52812625,7.797858226
PN8345,43396.59306,-20.1254735,148.0939622,25.55175559,7.812388578
PN8345,43396.59307,-20.12552983,148.0939177,25.5871996,7.798922186
PN8345,43396.59308,-20.125586,148.0938732,25.54837997,7.784043993
PN8345,43396.59309,-20.12564183,148.0938282,25.50112129,7.785725495
PN8345,43396.5931,-20.12569717,148.0937825,25.5534434,7.78390197
PN8345,43396.59311,-20.12575217,148.0937365,25.57369712,7.776082048
PN8345,43396.59313,-20.125807,148.09369,25.56694588,7.793923721
PN8345,43396.59314,-20.12586133,148.0936428,25.57707274,7.79429396
PN8345,43396.59315,-20.12591533,148.093595,25.63277047,7.809921552
PN8345,43396.59316,-20.12596883,148.0935467,25.64627295,7.800923382
PN8345,43396.59317,-20.126022,148.0934973,25.67834134,7.840878637
PN8345,43396.59318,-20.12607467,148.0934478,25.66483886,7.810546458
PN8345,43396.59319,-20.12612683,148.0933977,25.66483886,7.815420319
PN8345,43396.59321,-20.1261785,148.0933468,25.69521944,7.821305776
PN8345,43396.59322,-20.1262295,148.0932952,25.71040973,7.826724335
PN8345,43396.59323,-20.1262805,148.0932432,25.73235126,7.850749285
PN8345,43396.59324,-20.12633083,148.0931905,25.75260498,7.845990863
PN8345,43396.59325,-20.12638067,148.0931375,25.73235126,7.830979721
PN8345,43396.59326,-20.12643,148.0930838,25.77623432,7.841319933
PN8345,43396.59328,-20.12647883,148.0930293,25.7897368,7.865236468
PN8345,43396.59329,-20.12652733,148.0929745,25.82011738,7.86498755
PN8345,43396.5933,-20.12657517,148.092919,25.823493,7.865476944
PN8345,43396.59331,-20.12662267,148.092863,25.90113226,7.87911744
PN8345,43396.59332,-20.12667,148.0928065,25.93826408,7.905579713
PN8345,43396.59333,-20.12671683,148.0927493,26.03109363,7.920986064
PN8345,43396.59334,-20.12676317,148.0926917,26.08004012,7.924133346
PN8345,43396.59336,-20.12680917,148.0926333,26.15936719,7.953255958
PN8345,43396.59337,-20.12685433,148.0925742,26.22519178,7.961296248
PN8345,43396.59338,-20.12689933,148.0925143,26.33996286,8.003821967
PN8345,43396.59339,-20.126944,148.092454,26.38553373,8.021627965
PN8345,43396.5934,-20.126988,148.0923928,26.50536824,8.044829403
PN8345,43396.59341,-20.12703167,148.092331,26.56950502,8.077856716
PN8345,43396.59343,-20.127075,148.0922687,26.65389552,8.097524768
PN8345,43396.59344,-20.12711767,148.0922055,26.74672507,8.124099026
PN8345,43396.59345,-20.12716,148.0921418,26.83111557,8.145053629
PN8345,43396.59346,-20.12720167,148.0920775,26.88006206,8.159634193
PN8345,43396.59347,-20.12724283,148.0920125,26.95938913,8.185802525
PN8345,43396.59348,-20.12728367,148.0919473,27.02352591,8.179599989
PN8345,43396.5935,-20.12732383,148.0918812,27.15179947,8.226161095
PN8345,43396.59351,-20.1273635,148.0918143,27.18724348,8.254856073
PN8345,43396.59352,-20.1274025,148.0917468,27.26319493,8.274682011
PN8345,43396.59353,-20.127441,148.0916788,27.35096105,8.290338471
PN8345,43396.59354,-20.127479,148.0916103,27.41341002,8.306665601
PN8345,43396.59355,-20.12751633,148.0915413,27.44210279,8.314390917
PN8345,43396.59356,-20.127553,148.0914717,27.53830796,8.338271059
PN8345,43396.59358,-20.1275895,148.0914017,27.55856168,8.359630934
PN8345,43396.59359,-20.12762483,148.0913308,27.61594722,8.37415477
PN8345,43396.5936,-20.12765967,148.0912598,27.67839619,8.363631453
PN8345,43396.59361,-20.12769417,148.0911878,27.82354785,8.439388779
PN8345,43396.59362,-20.127728,148.0911152,27.89612368,8.468250062
PN8345,43396.59363,-20.127761,148.0910422,27.89106025,8.458834192
PN8345,43396.59365,-20.1277935,148.0909687,27.99739228,8.482061027
PN8345,43396.59366,-20.1278255,148.0908947,28.02102162,8.505908225
PN8345,43396.59367,-20.12785667,148.09082,28.12397803,8.531115763
PN8345,43396.59368,-20.127887,148.0907448,28.20161729,8.541829196
PN8345,43396.59369,-20.12791683,148.090669,28.26912969,8.584180036
PN8345,43396.5937,-20.127946,148.0905927,28.38558858,8.604133593
PN8345,43396.59372,-20.1279745,148.0905158,28.48179375,8.624994107
PN8345,43396.59373,-20.1280025,148.0904385,28.54593053,8.653405624
PN8345,43396.59374,-20.12803017,148.0903603,28.72990182,8.721494019
PN8345,43396.59375,-20.12805717,148.0902818,28.7771605,8.728290454
PN8345,43396.59376,-20.128084,148.090203,28.87336567,8.754641522
PN8345,43396.59377,-20.12811083,148.0901238,29.00163923,8.787365884
PN8345,43396.59378,-20.128137,148.0900442,29.07421506,8.811728365
PN8345,43396.5938,-20.12816317,148.089964,29.22274234,8.861017787
PN8345,43396.59381,-20.12818983,148.0898837,29.30375722,8.895831336
PN8345,43396.59382,-20.128216,148.0898027,29.41177706,8.943239738
PN8345,43396.59383,-20.12824217,148.0897215,29.49279194,8.95969416
PN8345,43396.59384,-20.12826867,148.0896402,29.64300703,8.988235047
PN8345,43396.59385,-20.12829533,148.0895583,29.85398328,9.043626179
PN8345,43396.59387,-20.128322,148.0894762,29.90968101,9.076509379
PN8345,43396.59388,-20.12834867,148.0893935,30.0767742,9.125861519
PN8345,43396.59389,-20.12837533,148.0893112,29.95693969,9.092954256
PN8345,43396.5939,-20.12840183,148.0892285,30.14597441,9.11985395
PN8345,43396.59391,-20.128429,148.089145,30.31137979,9.22623647
PN8345,43396.59392,-20.128456,148.0890615,30.36707752,9.22018389
PN8345,43396.59394,-20.12848283,148.0889777,30.51391699,9.247097516
PN8345,43396.59395,-20.12851033,148.0888935,30.6506296,9.304141747
PN8345,43396.59396,-20.12853783,148.088809,30.79071783,9.337015236
PN8345,43396.59397,-20.12856517,148.0887238,30.90042548,9.396794698
PN8345,43396.59398,-20.1285925,148.0886383,30.96287445,9.429730454
PN8345,43396.59399,-20.1286205,148.0885523,31.08439677,9.503187641
PN8345,43396.594,-20.1286485,148.0884663,31.27005587,9.503186127
PN8345,43396.59402,-20.12867667,148.0883798,31.39664162,9.558576883
PN8345,43396.59403,-20.12870467,148.088293,31.4945346,9.585426457
PN8345,43396.59404,-20.12873267,148.088206,31.5958032,9.60188367
PN8345,43396.59405,-20.12876083,148.0881185,31.74939391,9.657272589
PN8345,43396.59406,-20.12878917,148.0880308,31.82028193,9.679748718
PN8345,43396.59407,-20.12881767,148.0879427,32.00931665,9.735138319
PN8345,43396.59409,-20.12884583,148.087854,32.13252678,9.772567979
PN8345,43396.5941,-20.12887433,148.0877648,32.22873195,9.833910564
PN8345,43396.59411,-20.12890283,148.0876753,32.39244952,9.866859848
PN8345,43396.59412,-20.12893133,148.0875857,32.48865469,9.883338423
PN8345,43396.59413,-20.1289605,148.0874958,32.64562102,9.923798544
PN8345,43396.59414,-20.12898983,148.0874057,32.743514,9.962745522
PN8345,43396.59416,-20.129019,148.0873152,32.85659727,9.98960141
PN8345,43396.59417,-20.129048,148.0872243,32.95449025,10.01654049
PN8345,43396.59418,-20.12907717,148.0871333,33.03888075,10.0389863
PN8345,43396.59419,-20.12910683,148.0870423,33.07938819,10.05708352
PN8345,43396.5942,-20.12913633,148.0869512,33.13846154,10.06746766
PN8345,43396.59421,-20.129166,148.0868595,33.28530101,10.12285721
PN8345,43396.59422,-20.1291955,148.0867677,33.33931093,10.13329343
PN8345,43396.59424,-20.129225,148.0866757,33.45576982,10.14975689
PN8345,43396.59425,-20.12925483,148.0865837,33.50134069,10.16179454
PN8345,43396.59426,-20.12928433,148.0864912,33.53509689,10.19916752
PN8345,43396.59427,-20.12931417,148.0863985,33.6042971,10.22760513
PN8345,43396.59428,-20.12934383,148.0863058,33.64480454,10.22160743
PN8345,43396.59429,-20.12937383,148.0862132,33.65661921,10.23362766
PN8345,43396.59431,-20.12940383,148.0861207,33.70387789,10.21717741
PN8345,43396.59432,-20.12943367,148.0860278,33.76970248,10.24405946
PN8345,43396.59433,-20.12946367,148.0859348,33.78489277,10.26652881
PN8345,43396.59434,-20.1294935,148.085842,33.75451219,10.24405595
PN8345,43396.59435,-20.1295235,148.085749,33.86590765,10.26652529
PN8345,43396.59436,-20.12955333,148.0856558,33.87265889,10.27698433
PN8345,43396.59438,-20.12958333,148.0855625,33.88784918,10.29944061
PN8345,43396.59439,-20.12961333,148.0854692,33.91654195,10.29943884
PN8345,43396.5944,-20.1296435,148.0853757,33.94523472,10.32190885
PN8345,43396.59441,-20.12967333,148.085282,33.96211282,10.32639805
PN8345,43396.59442,-20.12970333,148.0851885,33.98742997,10.31589756
PN8345,43396.59443,-20.12973383,148.0850948,34.02287398,10.35044652
PN8345,43396.59444,-20.12976417,148.0850012,34.04819113,10.34438715
PN8345,43396.59446,-20.12979433,148.0849072,34.07182047,10.37128175
PN8345,43396.59447,-20.12982467,148.084813,34.08701076,10.39374593
PN8345,43396.59448,-20.12985517,148.084719,34.13426944,10.3833253
PN8345,43396.59449,-20.1298855,148.0846245,34.19334279,10.42666589
PN8345,43396.5945,-20.12991567,148.08453,34.23385023,10.42068379
PN8345,43396.59451,-20.129946,148.0844353,34.28954796,10.44312863
PN8345,43396.59453,-20.12997667,148.0843405,34.35874817,10.47160733
PN8345,43396.59454,-20.13000733,148.0842455,34.43638743,10.488059
PN8345,43396.59455,-20.13003783,148.0841502,34.4988364,10.51498134
PN8345,43396.59456,-20.1300685,148.0840548,34.59841719,10.52097149
PN8345,43396.59457,-20.13009917,148.0839592,34.67099302,10.55389789
PN8345,43396.59458,-20.13012983,148.0838635,34.7351298,10.55389603
PN8345,43396.59459,-20.13016067,148.0837673,34.86171555,10.60928341
PN8345,43396.59461,-20.13019167,148.083671,34.95960853,10.63174396
PN8345,43396.59462,-20.13022267,148.0835742,35.07944304,10.68113681
PN8345,43396.59463,-20.13025417,148.0834773,35.18577507,10.69920686
PN8345,43396.59464,-20.13028567,148.08338,35.29717053,10.74854312
PN8345,43396.59465,-20.13031683,148.0832825,35.31573644,10.75299043
PN8345,43396.59466,-20.13034817,148.0831847,35.47270277,10.79190702
PN8345,43396.59468,-20.13038017,148.0830867,35.60603976,10.83249841
PN8345,43396.59469,-20.13041183,148.0829885,35.67355216,10.83683277
PN8345,43396.5947,-20.13044383,148.0828898,35.78832324,10.89825785
