I,N, vehicle 1,250,2.281997,48.877141,7.704000,113.200000
I,N, vehicle 1,251,2.282082,48.877121,7.452000,108.630000
I,N, vehicle 1,252,2.282122,48.877051,0.000000,105.820000
I,N, vehicle 1,253,2.282212,48.877048,9.864000,96.680000
I,N, vehicle 1,254,2.282283,48.877041,6.264000,97.730000
I,N, vehicle 1,255,2.282382,48.877030,7.848000,94.570000
I,N, vehicle 1,256,2.282450,48.877035,10.116000,90.350000
I,N, vehicle 1,257,2.282520,48.877039,10.548000,86.480000
I,N, vehicle 1,258,2.282612,48.877038,9.540000,90.350000
I,N, vehicle 1,259,2.282707,48.877032,7.488000,92.110000
I,N, vehicle 1,260,2.282781,48.877033,8.100000,91.050000
I,N, vehicle 1,261,2.282859,48.877031,3.312000,88.590000
I,N, vehicle 1,262,2.282930,48.877030,7.704000,90.000000
I,N, vehicle 1,263,2.282999,48.877021,6.444000,117.070000
I,N, vehicle 1,264,2.283068,48.877003,12.492000,111.800000
I,N, vehicle 1,265,2.283191,48.876972,19.368000,113.200000
I,N, vehicle 1,266,2.283261,48.876948,20.484000,114.610000
I,N, vehicle 1,267,2.283328,48.876916,23.076000,118.830000
I,N, vehicle 1,268,2.283392,48.876871,25.488000,125.510000
I,N, vehicle 1,269,2.283447,48.876816,26.928000,151.520000
I,N, vehicle 1,270,2.283480,48.876746,28.476000,168.800000
I,N, vehicle 1,271,2.283502,48.876666,32.400000,169.330000
I,N, vehicle 1,272,2.283521,48.876589,33.192000,169.330000
I,N, vehicle 1,273,2.283533,48.876504,35.568000,169.330000
I,N, vehicle 1,274,2.283552,48.876438,34.488000,169.330000
I,N, vehicle 1,275,2.283564,48.876356,34.416000,169.330000
I,N, vehicle 1,276,2.283586,48.876280,32.292000,169.330000
I,N, vehicle 1,277,2.283613,48.876195,31.608000,169.330000
I,N, vehicle 1,278,2.283637,48.876115,32.256000,169.330000
I,N, vehicle 1,279,2.283667,48.876021,33.192000,169.950000
I,N, vehicle 1,280,2.283710,48.875937,34.200000,169.950000
I,N, vehicle 1,281,2.283729,48.875852,34.272000,169.950000
I,N, vehicle 1,282,2.283753,48.875768,33.012000,169.950000
I,N, vehicle 1,283,2.283773,48.875683,32.292000,169.950000
I,N, vehicle 1,284,2.283787,48.875606,29.808000,169.950000
I,N, vehicle 1,285,2.283804,48.875541,28.512000,169.950000
I,N, vehicle 1,286,2.283823,48.875465,27.612000,170.540000
I,N, vehicle 1,287,2.283839,48.875401,25.776000,170.540000
I,N, vehicle 1,288,2.283848,48.875348,19.440000,170.540000
I,N, vehicle 1,289,2.283864,48.875294,6.012000,170.540000
I,N, vehicle 1,290,2.283860,48.875212,17.604000,170.540000
I,N, vehicle 1,291,2.283876,48.875164,20.376000,170.540000
I,N, vehicle 1,292,2.283879,48.875109,21.312000,170.540000
I,N, vehicle 1,293,2.283884,48.875029,28.584000,168.050000
I,N, vehicle 1,294,2.284083,48.874889,30.744000,168.400000
I,N, vehicle 1,295,2.284131,48.874676,34.920000,170.190000
I,N, vehicle 1,296,2.284126,48.874587,37.224000,170.190000
I,N, vehicle 1,297,2.284125,48.874487,39.024000,170.190000
I,N, vehicle 1,298,2.284123,48.874389,37.728000,170.190000
I,N, vehicle 1,299,2.284122,48.874297,35.172000,170.190000
I,N, vehicle 1,300,2.284153,48.874209,35.064000,170.930000
I,N, vehicle 1,301,2.284183,48.874121,35.496000,170.930000
I,N, vehicle 1,302,2.284228,48.874036,36.432000,170.930000
I,N, vehicle 1,303,2.284261,48.873946,36.288000,170.930000
I,N, vehicle 1,304,2.284289,48.873851,36.468000,170.930000
I,N, vehicle 1,305,2.284307,48.873762,36.900000,170.930000
I,N, vehicle 1,306,2.284320,48.873665,36.720000,170.930000
I,N, vehicle 1,307,2.284338,48.873561,36.720000,170.930000
I,N, vehicle 1,308,2.284351,48.873485,33.660000,170.930000
I,N, vehicle 1,309,2.284360,48.873423,26.316000,170.930000
I,N, vehicle 1,310,2.284378,48.873371,18.504000,170.930000
I,N, vehicle 1,311,2.284390,48.873321,6.192000,170.930000
I,N, vehicle 1,312,2.284396,48.873367,1.584000,170.930000
I,N, vehicle 1,313,2.284439,48.873236,21.240000,170.930000
I,N, vehicle 1,314,2.284452,48.873190,22.104000,170.930000
I,N, vehicle 1,315,2.284465,48.872940,34.524000,174.430000
I,N, vehicle 1,316,2.284507,48.872859,34.596000,171.840000
I,N, vehicle 1,317,2.284529,48.872781,35.352000,171.840000
I,N, vehicle 1,318,2.284550,48.872682,36.396000,171.840000
I,N, vehicle 1,319,2.284572,48.872585,36.756000,171.910000
I,N, vehicle 1,320,2.284589,48.872484,36.540000,171.040000
I,N, vehicle 1,321,2.284600,48.872438,36.576000,171.040000
I,N, vehicle 1,322,2.284512,48.872352,35.028000,168.050000
I,N, vehicle 1,323,2.284648,48.872232,37.152000,139.940000
I,N, vehicle 1,324,2.284693,48.872165,36.936000,171.440000
I,N, vehicle 1,325,2.284744,48.872008,38.808000,171.480000
I,N, vehicle 1,326,2.284778,48.871912,37.404000,171.600000
I,N, vehicle 1,327,2.284802,48.871819,37.080000,171.600000
I,N, vehicle 1,328,2.284818,48.871723,36.072000,171.600000
I,N, vehicle 1,329,2.284841,48.871635,33.084000,171.600000
I,N, vehicle 1,330,2.284855,48.871555,32.760000,171.600000
I,N, vehicle 1,331,2.284858,48.871477,30.744000,171.600000
I,N, vehicle 1,332,2.284869,48.871415,25.812000,172.390000
I,N, vehicle 1,333,2.284885,48.871362,25.812000,172.390000
I,N, vehicle 1,334,2.284913,48.871278,13.896000,172.390000
I,N, vehicle 1,335,2.284907,48.871193,15.336000,171.470000
I,N, vehicle 1,336,2.284888,48.871107,16.416000,170.700000
I,N, vehicle 1,337,2.284923,48.871047,20.340000,170.700000
I,N, vehicle 1,338,2.284942,48.870980,22.680000,170.700000
I,N, vehicle 1,339,2.284938,48.870915,23.400000,170.700000
I,N, vehicle 1,340,2.284969,48.870833,28.656000,170.700000
I,N, vehicle 1,341,2.284986,48.870733,33.516000,170.520000
I,N, vehicle 1,342,2.285012,48.870638,34.344000,170.520000
I,N, vehicle 1,343,2.285040,48.870558,33.444000,170.520000
I,N, vehicle 1,344,2.285051,48.870483,29.880000,170.520000
I,N, vehicle 1,345,2.285068,48.870427,26.316000,170.520000
I,N, vehicle 1,346,2.285092,48.870346,14.436000,170.520000
I,N, vehicle 1,347,2.285105,48.870273,11.952000,170.520000
I,N, vehicle 1,348,2.285151,48.870181,19.080000,170.620000
I,N, vehicle 1,349,2.285171,48.870134,19.512000,170.620000
I,N, vehicle 1,350,2.285196,48.870080,20.772000,170.620000
I,N, vehicle 1,351,2.285224,48.870027,20.880000,170.620000
I,N, vehicle 1,352,2.285231,48.869981,18.972000,170.620000
I,N, vehicle 1,353,2.285206,48.869925,17.892000,170.620000
I,N, vehicle 1,354,2.285190,48.869880,17.280000,170.620000
I,N, vehicle 1,355,2.285133,48.869833,16.524000,199.340000
I,N, vehicle 1,356,2.285106,48.869761,14.544000,194.770000
I,N, vehicle 1,357,2.285102,48.869706,13.248000,185.980000
I,N, vehicle 1,358,2.285098,48.869584,21.744000,154.980000
I,N, vehicle 1,359,2.285350,48.869474,24.480000,148.360000
I,N, vehicle 1,360,2.285436,48.869315,21.492000,171.370000
I,N, vehicle 1,361,2.285455,48.869266,21.420000,171.370000
I,N, vehicle 1,362,2.285471,48.869203,23.544000,170.940000
I,N, vehicle 1,363,2.285485,48.869145,24.516000,170.940000
I,N, vehicle 1,364,2.285504,48.869082,24.516000,170.140000
I,N, vehicle 1,365,2.285503,48.868997,20.232000,170.140000
I,N, vehicle 1,366,2.285521,48.868921,24.336000,170.140000
I,N, vehicle 1,367,2.285527,48.868856,21.852000,170.140000
I,N, vehicle 1,368,2.285545,48.868800,22.968000,170.140000
I,N, vehicle 1,369,2.285562,48.868726,26.964000,170.140000
I,N, vehicle 1,370,2.285574,48.868638,26.964000,170.140000
I,N, vehicle 1,371,2.285580,48.868589,20.664000,170.140000
I,N, vehicle 1,372,2.285593,48.868542,18.720000,170.140000
I,N, vehicle 1,373,2.285612,48.868458,16.740000,170.140000
I,N, vehicle 1,374,2.285635,48.868355,19.368000,170.140000
I,N, vehicle 1,375,2.285649,48.868306,19.512000,170.140000
I,N, vehicle 1,376,2.285653,48.868253,21.060000,169.900000
I,N, vehicle 1,377,2.285664,48.868199,19.728000,169.900000
I,N, vehicle 1,378,2.285681,48.868102,28.224000,169.900000
I,N, vehicle 1,379,2.285704,48.868011,30.024000,169.900000
