i,n,1,Beagle,2017-07-08 13:25:42,0,0,55.993694305419922,-3.40944242477417
i,n,1,Beagle,2017-07-08 13:25:44,0,0,55.993694305419922,-3.40944242477417
i,n,1,Beagle,2017-07-08 13:25:46,0,0,55.993694305419922,-3.40944242477417
i,n,1,Beagle,2017-07-08 13:25:48,0,0.077,55.993694305419922,-3.4094429016113281
i,n,1,Beagle,2017-07-08 13:25:50,0,0,55.993694305419922,-3.4094429016113281
i,n,1,Beagle,2017-07-08 13:25:52,0,0,55.993694305419922,-3.4094429016113281
i,n,1,Beagle,2017-07-08 13:25:54,0,0,55.993694305419922,-3.4094429016113281
i,n,1,Beagle,2017-07-08 13:25:56,0,0.073,55.993694305419922,-3.409442663192749
i,n,1,Beagle,2017-07-08 13:25:58,12.2,0,55.993694305419922,-3.40944242477417
i,n,1,Beagle,2017-07-08 13:26:00,0,0,55.993694305419922,-3.40944242477417
i,n,1,Beagle,2017-07-08 13:26:02,0,0.18,55.993694305419922,-3.4094429016113281
i,n,1,Beagle,2017-07-08 13:26:04,0,0,55.993694305419922,-3.40944242477417
i,n,1,Beagle,2017-07-08 13:26:06,20.99,0,55.993694305419922,-3.40944242477417
i,n,1,Beagle,2017-07-08 13:26:08,0,0,55.993694305419922,-3.40944242477417
i,n,1,Beagle,2017-07-08 13:26:10,0,0,55.993694305419922,-3.40944242477417
i,n,1,Beagle,2017-07-08 13:26:12,20.99,0,55.993694305419922,-3.40944242477417
i,n,1,Beagle,2017-07-08 13:26:14,20.99,0,55.993694305419922,-3.40944242477417
i,n,1,Beagle,2017-07-08 13:26:16,20.99,0,55.993694305419922,-3.40944242477417
i,n,1,Beagle,2017-07-08 13:26:18,20.99,0,55.993694305419922,-3.40944242477417
i,n,1,Beagle,2017-07-08 13:26:20,29.45,0.275,55.993698120117188,-3.4094412326812744
i,n,1,Beagle,2017-07-08 13:26:22,0,0.058,55.993701934814453,-3.4094445705413818
i,n,1,Beagle,2017-07-08 13:26:24,0,0,55.993701934814453,-3.4094474315643311
i,n,1,Beagle,2017-07-08 13:26:26,32.02,0,55.993701934814453,-3.4094474315643311
i,n,1,Beagle,2017-07-08 13:26:28,32.02,0,55.993701934814453,-3.4094474315643311
i,n,1,Beagle,2017-07-08 13:26:30,46.87,0.374,55.993701934814453,-3.4094464778900146
i,n,1,Beagle,2017-07-08 13:26:32,35.66,0.215,55.993705749511719,-3.4094467163085938
i,n,1,Beagle,2017-07-08 13:26:34,22.67,0.88,55.993709564208984,-3.4094486236572266
i,n,1,Beagle,2017-07-08 13:26:36,26.78,0.776,55.993705749511719,-3.4094324111938477
i,n,1,Beagle,2017-07-08 13:26:38,21.17,0.684,55.993709564208984,-3.409430980682373
i,n,1,Beagle,2017-07-08 13:26:40,19.72,0.738,55.99371337890625,-3.4094233512878418
i,n,1,Beagle,2017-07-08 13:26:42,32.39,0.622,55.99371337890625,-3.4094319343566895
i,n,1,Beagle,2017-07-08 13:26:44,47.56,0.314,55.993721008300781,-3.4094419479370117
i,n,1,Beagle,2017-07-08 13:26:46,0,0,55.993721008300781,-3.4094388484954834
i,n,1,Beagle,2017-07-08 13:26:48,50.98,0,55.993721008300781,-3.4094388484954834
i,n,1,Beagle,2017-07-08 13:26:50,33.24,0.266,55.993724822998047,-3.4094383716583252
i,n,1,Beagle,2017-07-08 13:26:52,32.2,0,55.993724822998047,-3.4094374179840088
i,n,1,Beagle,2017-07-08 13:26:54,0,0.01,55.993724822998047,-3.4094364643096924
i,n,1,Beagle,2017-07-08 13:26:56,26.25,0.278,55.993724822998047,-3.4094374179840088
i,n,1,Beagle,2017-07-08 13:26:58,25.52,0.213,55.993724822998047,-3.4094383716583252
i,n,1,Beagle,2017-07-08 13:27:00,31.67,0.341,55.993724822998047,-3.4094362258911133
i,n,1,Beagle,2017-07-08 13:27:02,28.79,0.416,55.993728637695312,-3.409433126449585
i,n,1,Beagle,2017-07-08 13:27:04,29.67,0.755,55.993732452392578,-3.4094266891479492
